season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_type,win_margin,id
2020,2020-10-02,SRH,CSK,Dubai International Cricket Stadium,Unknown City,SRH,bat,SRH,runs,7,755
2020,2020-10-03,DC,KKR,Sharjah Cricket Stadium,Unknown City,KKR,field,DC,runs,18,756
2020,2020-10-03,RR,RCB,Sheikh Zayed Stadium,Abu Dhabi,RR,bat,RCB,wickets,8,757
2020,2020-10-04,MI,SRH,Sharjah Cricket Stadium,Unknown City,MI,bat,MI,runs,34,758
2020,2020-10-04,PBKS,CSK,Dubai International Cricket Stadium,Unknown City,PBKS,bat,CSK,wickets,10,759
2020,2020-10-05,DC,RCB,Dubai International Cricket Stadium,Unknown City,RCB,field,DC,runs,59,760
2020,2020-10-06,MI,RR,Sheikh Zayed Stadium,Abu Dhabi,MI,bat,MI,runs,57,761
2020,2020-10-07,KKR,CSK,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,KKR,runs,10,762
2020,2020-10-08,SRH,PBKS,Dubai International Cricket Stadium,Unknown City,SRH,bat,SRH,runs,69,763
2020,2020-10-09,DC,RR,Sharjah Cricket Stadium,Unknown City,RR,field,DC,runs,46,764
2020,2020-10-10,RCB,CSK,Dubai International Cricket Stadium,Unknown City,RCB,bat,RCB,runs,37,765
2020,2020-10-10,KKR,PBKS,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,KKR,runs,2,766
2020,2020-10-11,DC,MI,Sheikh Zayed Stadium,Abu Dhabi,DC,bat,MI,wickets,5,767
2020,2020-10-11,SRH,RR,Dubai International Cricket Stadium,Unknown City,SRH,bat,RR,wickets,5,768
2020,2020-10-12,RCB,KKR,Sharjah Cricket Stadium,Unknown City,RCB,bat,RCB,runs,82,769
2020,2020-10-13,CSK,SRH,Dubai International Cricket Stadium,Unknown City,CSK,bat,CSK,runs,20,770
2020,2020-10-14,DC,RR,Dubai International Cricket Stadium,Unknown City,DC,bat,DC,runs,13,771
2020,2020-10-15,RCB,PBKS,Sharjah Cricket Stadium,Unknown City,RCB,bat,PBKS,wickets,8,772
2020,2020-10-16,KKR,MI,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,MI,wickets,8,773
2020,2020-10-17,RR,RCB,Dubai International Cricket Stadium,Unknown City,RR,bat,RCB,wickets,7,774
2020,2020-10-17,CSK,DC,Sharjah Cricket Stadium,Unknown City,CSK,bat,DC,wickets,5,775
2020,2020-10-19,CSK,RR,Sheikh Zayed Stadium,Abu Dhabi,CSK,bat,RR,wickets,7,776
2020,2020-10-20,DC,PBKS,Dubai International Cricket Stadium,Unknown City,DC,bat,PBKS,wickets,5,777
2020,2020-10-21,KKR,RCB,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,RCB,wickets,8,778
2020,2020-10-22,RR,SRH,Dubai International Cricket Stadium,Unknown City,SRH,field,SRH,wickets,8,779
2020,2020-10-23,CSK,MI,Sharjah Cricket Stadium,Unknown City,MI,field,MI,wickets,10,780
2020,2020-10-24,KKR,DC,Sheikh Zayed Stadium,Abu Dhabi,DC,field,KKR,runs,59,781
2020,2020-10-24,PBKS,SRH,Dubai International Cricket Stadium,Unknown City,SRH,field,PBKS,runs,12,782
2020,2020-10-25,RCB,CSK,Dubai International Cricket Stadium,Unknown City,RCB,bat,CSK,wickets,8,783
2020,2020-10-25,MI,RR,Sheikh Zayed Stadium,Abu Dhabi,MI,bat,RR,wickets,8,784
2020,2020-10-26,KKR,PBKS,Sharjah Cricket Stadium,Unknown City,PBKS,field,PBKS,wickets,8,785
2020,2020-10-27,SRH,DC,Dubai International Cricket Stadium,Unknown City,DC,field,SRH,runs,88,786
2020,2020-10-28,RCB,MI,Sheikh Zayed Stadium,Abu Dhabi,MI,field,MI,wickets,5,787
2020,2020-10-29,KKR,CSK,Dubai International Cricket Stadium,Unknown City,CSK,field,CSK,wickets,6,788
2020,2020-10-30,PBKS,RR,Sheikh Zayed Stadium,Abu Dhabi,RR,field,RR,wickets,7,789
2020,2020-10-31,DC,MI,Dubai International Cricket Stadium,Unknown City,MI,field,MI,wickets,9,790
2020,2020-10-31,RCB,SRH,Sharjah Cricket Stadium,Unknown City,SRH,field,SRH,wickets,5,791
2020,2020-11-01,KKR,RR,Dubai International Cricket Stadium,Unknown City,RR,field,KKR,runs,60,792
2020,2020-11-01,PBKS,CSK,Sheikh Zayed Stadium,Abu Dhabi,CSK,field,CSK,wickets,9,793
2020,2020-11-02,RCB,DC,Sheikh Zayed Stadium,Abu Dhabi,DC,field,DC,wickets,6,794
2020,2020-11-03,MI,SRH,Sharjah Cricket Stadium,Unknown City,SRH,field,SRH,wickets,10,795
2020,2020-11-05,MI,DC,Dubai International Cricket Stadium,Unknown City,DC,field,MI,runs,57,796
2020,2020-11-06,RCB,SRH,Sheikh Zayed Stadium,Abu Dhabi,SRH,field,SRH,wickets,6,797
2020,2020-11-08,DC,SRH,Sheikh Zayed Stadium,Abu Dhabi,DC,bat,DC,runs,17,798
2020,2020-11-10,DC,MI,Dubai International Cricket Stadium,Unknown City,DC,bat,MI,wickets,5,799
2021,2021-04-09,MI,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,RCB,field,RCB,wickets,2,800
2021,2021-04-10,CSK,DC,"Wankhede Stadium, Mumbai",Mumbai,DC,field,DC,wickets,7,801
2021,2021-04-11,KKR,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,SRH,field,KKR,runs,10,802
2021,2021-04-12,PBKS,RR,"Wankhede Stadium, Mumbai",Mumbai,RR,field,PBKS,runs,4,803
2021,2021-04-13,MI,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,KKR,field,MI,runs,10,804
2021,2021-04-14,RCB,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,SRH,field,RCB,runs,6,805
2021,2021-04-15,DC,RR,"Wankhede Stadium, Mumbai",Mumbai,RR,field,RR,wickets,3,806
2021,2021-04-16,PBKS,CSK,"Wankhede Stadium, Mumbai",Mumbai,CSK,field,CSK,wickets,6,807
2021,2021-04-17,MI,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,MI,bat,MI,runs,13,808
2021,2021-04-18,RCB,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,RCB,bat,RCB,runs,38,809
2021,2021-04-18,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,DC,field,DC,wickets,6,810
2021,2021-04-19,CSK,RR,"Wankhede Stadium, Mumbai",Mumbai,RR,field,CSK,runs,45,811
2021,2021-04-20,MI,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,MI,bat,DC,wickets,6,812
2021,2021-04-21,PBKS,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,PBKS,bat,SRH,wickets,9,813
2021,2021-04-21,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,KKR,field,CSK,runs,18,814
2021,2021-04-22,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,RCB,field,RCB,wickets,10,815
2021,2021-04-23,MI,PBKS,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,PBKS,field,PBKS,wickets,9,816
2021,2021-04-24,KKR,RR,"Wankhede Stadium, Mumbai",Mumbai,RR,field,RR,wickets,6,817
2021,2021-04-25,CSK,RCB,"Wankhede Stadium, Mumbai",Mumbai,CSK,bat,CSK,runs,69,818
2021,2021-04-26,PBKS,KKR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,KKR,field,KKR,wickets,5,819
2021,2021-04-27,RCB,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,DC,field,RCB,runs,1,820
2021,2021-04-28,SRH,CSK,"Arun Jaitley Stadium, Delhi",Delhi,SRH,bat,CSK,wickets,7,821
2021,2021-04-29,RR,MI,"Arun Jaitley Stadium, Delhi",Delhi,MI,field,MI,wickets,7,822
2021,2021-04-29,KKR,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,DC,field,DC,wickets,7,823
2021,2021-04-30,PBKS,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,RCB,field,PBKS,runs,34,824
2021,2021-05-01,CSK,MI,"Arun Jaitley Stadium, Delhi",Delhi,MI,field,MI,wickets,4,825
2021,2021-05-02,RR,SRH,"Arun Jaitley Stadium, Delhi",Delhi,SRH,field,RR,runs,55,826
2021,2021-05-02,PBKS,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,DC,field,DC,wickets,7,827
2021,2021-09-19,CSK,MI,Dubai International Cricket Stadium,Dubai,CSK,bat,CSK,runs,20,828
2021,2021-09-20,RCB,KKR,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,RCB,bat,KKR,wickets,9,829
2021,2021-09-21,RR,PBKS,Dubai International Cricket Stadium,Dubai,PBKS,field,RR,runs,2,830
2021,2021-09-22,SRH,DC,Dubai International Cricket Stadium,Dubai,SRH,bat,DC,wickets,8,831
2021,2021-09-23,MI,KKR,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,KKR,field,KKR,wickets,7,832
2021,2021-09-24,RCB,CSK,Sharjah Cricket Stadium,Sharjah,CSK,field,CSK,wickets,6,833
2021,2021-09-25,PBKS,SRH,Sharjah Cricket Stadium,Sharjah,SRH,field,PBKS,runs,5,834
2021,2021-09-25,DC,RR,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,RR,field,DC,runs,33,835
2021,2021-09-26,RCB,MI,Dubai International Cricket Stadium,Dubai,MI,field,RCB,runs,54,836
2021,2021-09-26,KKR,CSK,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,KKR,bat,CSK,wickets,2,837
2021,2021-09-27,RR,SRH,Dubai International Cricket Stadium,Dubai,RR,bat,SRH,wickets,7,838
2021,2021-09-28,PBKS,MI,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,MI,field,MI,wickets,6,839
2021,2021-09-28,DC,KKR,Sharjah Cricket Stadium,Sharjah,KKR,field,KKR,wickets,3,840
2021,2021-09-29,RR,RCB,Dubai International Cricket Stadium,Dubai,RCB,field,RCB,wickets,7,841
2021,2021-09-30,SRH,CSK,Sharjah Cricket Stadium,Sharjah,CSK,field,CSK,wickets,6,842
2021,2021-10-01,KKR,PBKS,Dubai International Cricket Stadium,Dubai,PBKS,field,PBKS,wickets,5,843
2021,2021-10-02,CSK,RR,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,RR,field,RR,wickets,7,844
2021,2021-10-02,MI,DC,Sharjah Cricket Stadium,Sharjah,DC,field,DC,wickets,4,845
2021,2021-10-03,SRH,KKR,Dubai International Cricket Stadium,Dubai,SRH,bat,KKR,wickets,6,846
2021,2021-10-03,RCB,PBKS,Sharjah Cricket Stadium,Sharjah,RCB,bat,RCB,runs,6,847
2021,2021-10-04,CSK,DC,Dubai International Cricket Stadium,Dubai,DC,field,DC,wickets,3,848
2021,2021-10-05,RR,MI,Sharjah Cricket Stadium,Sharjah,MI,field,MI,wickets,8,849
2021,2021-10-06,SRH,RCB,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,RCB,field,SRH,runs,4,850
2021,2021-10-07,KKR,RR,Sharjah Cricket Stadium,Sharjah,RR,field,KKR,runs,86,851
2021,2021-10-07,CSK,PBKS,Dubai International Cricket Stadium,Dubai,PBKS,field,PBKS,wickets,6,852
2021,2021-10-08,MI,SRH,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,MI,bat,MI,runs,42,853
2021,2021-10-08,DC,RCB,Dubai International Cricket Stadium,Dubai,RCB,field,RCB,wickets,7,854
2021,2021-10-10,DC,CSK,Dubai International Cricket Stadium,Dubai,CSK,field,CSK,wickets,4,855
2021,2021-10-11,RCB,KKR,Sharjah Cricket Stadium,Sharjah,RCB,bat,KKR,wickets,4,856
2021,2021-10-13,DC,KKR,Sharjah Cricket Stadium,Sharjah,KKR,field,KKR,wickets,3,857
2021,2021-10-15,CSK,KKR,Dubai International Cricket Stadium,Dubai,KKR,field,CSK,runs,27,858
2022,2022-03-26,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,KKR,field,KKR,wickets,6,859
2022,2022-03-27,RCB,PBKS,"Dr DY Patil Sports Academy, Mumbai",Mumbai,PBKS,field,PBKS,wickets,5,860
2022,2022-03-27,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,DC,field,DC,wickets,4,861
2022,2022-03-28,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,GT,field,GT,wickets,5,862
2022,2022-03-29,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,SRH,field,RR,runs,61,863
2022,2022-03-30,KKR,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,RCB,field,RCB,wickets,3,864
2022,2022-03-31,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,LSG,field,LSG,wickets,6,865
2022,2022-04-01,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,KKR,field,KKR,wickets,6,866
2022,2022-04-02,GT,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,DC,field,GT,runs,14,867
2022,2022-04-02,RR,MI,"Dr DY Patil Sports Academy, Mumbai",Mumbai,MI,field,RR,runs,23,868
2022,2022-04-03,PBKS,CSK,"Brabourne Stadium, Mumbai",Mumbai,CSK,field,PBKS,runs,54,869
2022,2022-04-04,LSG,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,SRH,field,LSG,runs,12,870
2022,2022-04-05,RR,RCB,"Wankhede Stadium, Mumbai",Mumbai,RCB,field,RCB,wickets,4,871
2022,2022-04-06,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,KKR,field,KKR,wickets,5,872
2022,2022-04-07,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,LSG,field,LSG,wickets,6,873
2022,2022-04-08,PBKS,GT,"Brabourne Stadium, Mumbai",Mumbai,GT,field,GT,wickets,6,874
2022,2022-04-09,CSK,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,SRH,field,SRH,wickets,8,875
2022,2022-04-09,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,RCB,field,RCB,wickets,7,876
2022,2022-04-10,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,KKR,field,DC,runs,44,877
2022,2022-04-10,RR,LSG,"Wankhede Stadium, Mumbai",Mumbai,LSG,field,RR,runs,3,878
2022,2022-04-11,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,SRH,field,SRH,wickets,8,879
2022,2022-04-12,CSK,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,RCB,field,CSK,runs,23,880
2022,2022-04-13,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,MI,field,PBKS,runs,12,881
2022,2022-04-14,GT,RR,"Dr DY Patil Sports Academy, Mumbai",Mumbai,RR,field,GT,runs,37,882
2022,2022-04-15,KKR,SRH,"Brabourne Stadium, Mumbai",Mumbai,SRH,field,SRH,wickets,7,883
2022,2022-04-16,RCB,DC,"Wankhede Stadium, Mumbai",Mumbai,DC,field,RCB,runs,16,884
2022,2022-04-16,LSG,MI,"Brabourne Stadium, Mumbai",Mumbai,MI,field,LSG,runs,18,885
2022,2022-04-17,CSK,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,GT,field,GT,wickets,3,886
2022,2022-04-17,PBKS,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,SRH,field,SRH,wickets,7,887
2022,2022-04-18,RR,KKR,"Brabourne Stadium, Mumbai",Mumbai,KKR,field,RR,runs,7,888
2022,2022-04-19,RCB,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,LSG,field,RCB,runs,18,889
2022,2022-04-20,PBKS,DC,"Brabourne Stadium, Mumbai",Mumbai,DC,field,DC,wickets,9,890
2022,2022-04-21,MI,CSK,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,CSK,field,CSK,wickets,3,891
2022,2022-04-22,RR,DC,"Wankhede Stadium, Mumbai",Mumbai,DC,field,RR,runs,15,892
2022,2022-04-23,GT,KKR,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,GT,bat,GT,runs,8,893
2022,2022-04-23,RCB,SRH,"Brabourne Stadium, Mumbai",Mumbai,SRH,field,SRH,wickets,9,894
2022,2022-04-24,LSG,MI,"Wankhede Stadium, Mumbai",Mumbai,MI,field,LSG,runs,36,895
2022,2022-04-25,PBKS,CSK,"Wankhede Stadium, Mumbai",Mumbai,CSK,field,PBKS,runs,11,896
2022,2022-04-26,RR,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,RCB,field,RR,runs,29,897
2022,2022-04-27,SRH,GT,"Wankhede Stadium, Mumbai",Mumbai,GT,field,GT,wickets,5,898
2022,2022-04-28,KKR,DC,"Wankhede Stadium, Mumbai",Mumbai,DC,field,DC,wickets,4,899
2022,2022-04-29,LSG,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,PBKS,field,LSG,runs,20,900
2022,2022-04-30,RR,MI,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,MI,field,MI,wickets,5,901
2022,2022-04-30,RCB,GT,"Brabourne Stadium, Mumbai",Mumbai,RCB,bat,GT,wickets,6,902
2022,2022-05-01,CSK,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,SRH,field,CSK,runs,13,903
2022,2022-05-01,LSG,DC,"Wankhede Stadium, Mumbai",Mumbai,LSG,bat,LSG,runs,6,904
2022,2022-05-02,RR,KKR,"Wankhede Stadium, Mumbai",Mumbai,KKR,field,KKR,wickets,7,905
2022,2022-05-03,GT,PBKS,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,GT,bat,PBKS,wickets,8,906
